"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMC","ACMC_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSC","ACSC_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFI","WDFI_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFI","WSFI_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV07","WV07_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00023183","1959-08-07","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0","T,,0,2400","    0",",,0","    0",",,0","  378",",,0","  272",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1200",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,,,"  108",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023183","1959-08-08","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0","T,,0,2400","    0",",,0","    0",",,0","  400",",,0","  267",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 2024",",,X",,,,,,,,,,,,,,,,,,,,,"  248","W,,X",,,,,,,,,,,,,"  154",",,X",,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023183","1959-08-09","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0","T,,0,2400","    0",",,0","    0",",,0","  361",",,0","  256",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 0118",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,,,"   98",",,X",,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023183","1959-08-10","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  394",",,0","  267",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1930",",,X",,,,,,,,,,,,,,,,,,,,,"  203","W,,X",,,,,,,,,,,,,"   87",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-08-11","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","   56",",,0,2400","    0",",,0","    0",",,0","  328",",,0","  233",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 0554",",,X",,,,,,,,,,,,,,,,,,,,,"  135","W,,X",,,,,,,,,,,,,"  159",",,X",,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023183","1959-08-12","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  367",",,0","  250",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 2118",",,X",,,,,,,,,,,,,,,,,,,,,"  135","W,,X",,,,,,,,,,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-08-13","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  378",",,0","  278",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1830",",,X",,,,,,,,,,,,,,,,,,,,,"  113","W,,X",,,,,,,,,,,,,"  170",",,X",,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-08-14","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  367",",,0","  250",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 2212",",,X",,,,,,,,,,,,,,,,,,,,,"  113","W,,X",,,,,,,,,,,,,"   87",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-08-15","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  367",",,0","  261",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1648",",,X",,,,,,,,,,,,,,,,,,,,,"  135","W,,X",,,,,,,,,,,,,"  108",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-08-16","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  372",",,0","  261",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 2142",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-08-17","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    5",",,0,2400","    0",",,0","    0",",,0","  356",",,0","  244",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1442",",,X",,,,,,,,,,,,,,,,,,,,,"  180","W,,X",,,,,,,,,,,,,"  149",",,X",,,,,,,,,"    1",",,X",,,,,"    1",",,0","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023183","1959-08-18","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0","T,,0,2400","    0",",,0","    0",",,0","  339",",,0","  244",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1730",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,,,"  123",",,X",,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023183","1959-08-19","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  356",",,0","  261",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 0948",",,X",,,,,,,,,,,,,,,,,,,,,"  158","W,,X",,,,,,,,,,,,,"  129",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-08-20","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0","T,,0,2400","    0",",,0","    0",",,0","  356",",,0","  244",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1236",",,X",,,,,,,,,,,,,,,,,,,,,"  113","W,,X",,,,,,,,,,,,,"  134",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023183","1959-08-21","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    3",",,0,2400","    0",",,0","    0",",,0","  350",",,0","  250",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1000",",,X",,,,,,,,,,,,,,,,,,,,,"  135","W,,X",,,,,,,,,,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023183","1959-08-22","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0","T,,0,2400","    0",",,0","    0",",,0","  367",",,0","  244",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1754",",,X",,,,,,,,,,,,,,,,,,,,,"   23","W,,X",,,,,,,,,,,,,"  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023183","1959-08-23","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  361",",,0","  256",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 0906",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-08-24","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","  150",",,0,2400","    0",",,0","    0",",,0","  350",",,0","  244",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 0200",",,X",,,,,,,,,,,,,,,,,,,,,"  113","W,,X",,,,,,,,,,,,,"  236",",,X",,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023183","1959-08-25","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  367",",,0","  244",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 2300",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,,,"   87",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-08-26","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  378",",,0","  256",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1342",",,X",,,,,,,,,,,,,,,,,,,,,"   90","W,,X",,,,,,,,,,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-08-27","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  383",",,0","  261",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1618",",,X",,,,,,,,,,,,,,,,,,,,,"  270","W,,X",,,,,,,,,,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-08-28","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  389",",,0","  261",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1636",",,X",,,,,,,,,,,,,,,,,,,,,"  270","W,,X",,,,,,,,,,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-08-29","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  383",",,0","  272",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1100",",,X",,,,,,,,,,,,,,,,,,,,,"  315","W,,X",,,,,,,,,,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-08-30","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  406",",,0","  261",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1554",",,X",,,,,,,,,,,,,,,,,,,,,"  225","W,,X",,,,,,,,,,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-08-31","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  406",",,0","  250",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1454",",,X",,,,,,,,,,,,,,,,,,,,,"  248","W,,X",,,,,,,,,,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-09-01","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  406",",,0","  261",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1118",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-09-02","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  400",",,0","  267",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1654",",,X",,,,,,,,,,,,,,,,,,,,,"  203","W,,X",,,,,,,,,,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-09-03","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  400",",,0","  256",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1318",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-09-04","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  406",",,0","  233",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1654",",,X",,,,,,,,,,,,,,,,,,,,,"  225","W,,X",,,,,,,,,,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-09-05","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  400",",,0","  233",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1348",",,X",,,,,,,,,,,,,,,,,,,,,"  360","W,,X",,,,,,,,,,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-09-06","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  411",",,0","  250",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1400",",,X",,,,,,,,,,,,,,,,,,,,,"  270","W,,X",,,,,,,,,,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-09-07","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  406",",,0","  222",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1436",",,X",,,,,,,,,,,,,,,,,,,,,"  270","W,,X",,,,,,,,,,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-09-08","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  378",",,0","  233",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 0654",",,X",,,,,,,,,,,,,,,,,,,,,"   90","W,,X",,,,,,,,,,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-09-09","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  394",",,0","  256",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1512",",,X",,,,,,,,,,,,,,,,,,,,,"  248","W,,X",,,,,,,,,,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-09-10","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0","T,,0,2400","    0",",,0","    0",",,0","  356",",,0","  272",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1706",",,X",,,,,,,,,,,,,,,,,,,,,"  135","W,,X",,,,,,,,,,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023183","1959-09-11","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0","T,,0,2400","    0",",,0","    0",",,0","  350",",,0","  289",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 0436",",,X",,,,,,,,,,,,,,,,,,,,,"  135","W,,X",,,,,,,,,,,,,"  108",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023183","1959-09-12","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0","T,,0,2400","    0",",,0","    0",",,0","  383",",,0","  261",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1542",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,,,"  108",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023183","1959-09-13","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  367",",,0","  244",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1512",",,X",,,,,,,,,,,,,,,,,,,,,"  248","W,,X",,,,,,,,,,,,,"  134",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-09-14","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0","T,,0,2400","    0",",,0","    0",",,0","  356",",,0","  228",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 2124",",,X",,,,,,,,,,,,,,,,,,,,,"   90","W,,X",,,,,,,,,,,,,"   87",",,X",,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023183","1959-09-15","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0","T,,0,2400","    0",",,0","    0",",,0","  333",",,0","  222",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1230",",,X",,,,,,,,,,,,,,,,,,,,,"  158","W,,X",,,,,,,,,,,,,"  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023183","1959-09-16","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  328",",,0","  200",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1306",",,X",,,,,,,,,,,,,,,,,,,,,"  180","W,,X",,,,,,,,,,,,,"  149",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-09-17","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  306",",,0","  183",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1130",",,X",,,,,,,,,,,,,,,,,,,,,"  360","W,,X",,,,,,,,,,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-09-18","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  333",",,0","  178",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1254",",,X",,,,,,,,,,,,,,,,,,,,,"  203","W,,X",,,,,,,,,,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-09-19","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  344",",,0","  183",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1500",",,X",,,,,,,,,,,,,,,,,,,,,"  360","W,,X",,,,,,,,,,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-09-20","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  350",",,0","  189",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1442",",,X",,,,,,,,,,,,,,,,,,,,,"  180","W,,X",,,,,,,,,,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-09-21","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  350",",,0","  194",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1254",",,X",,,,,,,,,,,,,,,,,,,,,"  135","W,,X",,,,,,,,,,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-09-22","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  344",",,0","  200",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1342",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-09-23","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  339",",,0","  189",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1954",",,X",,,,,,,,,,,,,,,,,,,,,"  225","W,,X",,,,,,,,,,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-09-24","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0","T,,0,2400","    0",",,0","    0",",,0","  322",",,0","  211",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 0842",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023183","1959-09-25","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  322",",,0","  156",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1524",",,X",,,,,,,,,,,,,,,,,,,,,"  180","W,,X",,,,,,,,,,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-09-26","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  333",",,0","  156",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 0248",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-09-27","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  328",",,0","  183",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 0748",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-09-28","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  328",",,0","  178",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 0930",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-09-29","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  300",",,0","  183",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 0154",",,X",,,,,,,,,,,,,,,,,,,,,"  315","W,,X",,,,,,,,,,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023183","1959-09-30","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","   10",",,0,2400","    0",",,0","    0",",,0","  256",",,0","  161",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1254",",,X",,,,,,,,,,,,,,,,,,,,,"  158","W,,X",,,,,,,,,,,,,"  108",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023183","1959-10-01","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","   69",",,0,2400","    0",",,0","    0",",,0","  206",",,0","  139",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 0642",",,X",,,,,,,,,,,,,,,,,,,,,"  158","W,,X",,,,,,,,,,,,,"  118",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023183","1959-10-02","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0","T,,0,2400","    0",",,0","    0",",,0","  211",",,0","  139",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1730",",,X",,,,,,,,,,,,,,,,,,,,,"  135","W,,X",,,,,,,,,,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023183","1959-10-03","33.4278","-112.00365","339.2","PHOENIX AIRPORT, AZ US","    0",",,0,2400","    0",",,0","    0",",,0","  250",",,0","  111",",,0",,,,,,,,,,,,,,,,,,,,,,,"    0",",,X"," 1630",",,X",,,,,,,,,,,,,,,,,,,,,"  248","W,,X",,,,,,,,,,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
